state,level,office_or_chamber,party,official_url,press_listing_url,roster_url,detail_url_pattern,cms_family,requires_js,pagination,feed_rss,feed_wp_json,post_frequency_estimate,scraping_strategy,attribution_strategy,classification,confidence,weird_risks,_origin_file
OH,executive,governor,,https://governor.ohio.gov/,https://governor.ohio.gov/media/news,,https://governor.ohio.gov/media/news/{slug},proprietary,False,querystring,,,weekly,httpx_html,,needs_profile,0.4,['Probe 404 on first guess'],exec_govs_ags.json
OH,executive,sos,,https://www.ohiosos.gov/,https://www.ohiosos.gov/media-center/press-releases/,,[NEEDS VERIFICATION - WAF blocked],[NEEDS VERIFICATION],False,[NEEDS VERIFICATION],,,weekly,wayback_first_due_to_waf,,needs_profile,0.5,['403 on direct fetch; Akamai/WAF likely; use Wayback or browser headers'],exec_other_statewide.json
OH,executive,treasurer,,https://tos.ohio.gov/,https://tos.ohio.gov/newsroom,,https://tos.ohio.gov/newsroom/article/[slug]/,[NEEDS VERIFICATION],False,[NEEDS VERIFICATION],,,weekly,httpx_listing_walk,,ready_first_wave,0.85,[],exec_other_statewide.json
OK,executive,ag,,https://oklahoma.gov/oag.html,https://oklahoma.gov/oag/news.html,,https://oklahoma.gov/oag/news/{year}/{month}/{slug}.html,custom-aspnet,False,querystring,,,weekly,httpx_html,,needs_profile,0.4,[],exec_govs_ags.json
OK,executive,auditor,,https://oklahoma.gov/auditor.html,https://oklahoma.gov/auditor/about/newsroom.html,,[NEEDS VERIFICATION],[NEEDS VERIFICATION],False,[NEEDS VERIFICATION],,,weekly,httpx_listing_walk,,needs_profile,0.5,[],exec_other_statewide.json
OK,executive,corporation_commissioner,,https://oklahoma.gov/occ.html,https://oklahoma.gov/occ/news.html,,[NEEDS VERIFICATION],[NEEDS VERIFICATION],False,[NEEDS VERIFICATION],,,monthly,httpx_listing_walk,,needs_profile,0.35,['OK Corporation Commission = utilities/oil regulator; 3 elected commissioners'],exec_other_statewide.json
OK,executive,governor,,https://oklahoma.gov/governor.html,https://oklahoma.gov/governor/newsroom.html,,https://oklahoma.gov/governor/newsroom/newsroom/{year}/{month}/{slug}.html,custom-aspnet,False,querystring,,,weekly,httpx_html,,needs_profile,0.4,"['oklahoma.gov state CMS, .html pages']",exec_govs_ags.json
OK,executive,insurance_commissioner,,https://oklahoma.gov/oid.html,https://oklahoma.gov/oid/about/newsroom.html,,[NEEDS VERIFICATION],[NEEDS VERIFICATION],False,[NEEDS VERIFICATION],,,weekly,httpx_listing_walk,,needs_profile,0.5,[],exec_other_statewide.json
OK,executive,labor_commissioner,,https://oklahoma.gov/odol.html,https://oklahoma.gov/odol/about/newsroom.html,,[NEEDS VERIFICATION],[NEEDS VERIFICATION],False,[NEEDS VERIFICATION],,,monthly,httpx_listing_walk,,needs_profile,0.4,[],exec_other_statewide.json
OK,executive,ltgov,,https://www.ltgov.ok.gov/,https://www.ltgov.ok.gov/news,,[NEEDS VERIFICATION],[NEEDS VERIFICATION],False,[NEEDS VERIFICATION],,,monthly,httpx_listing_walk,,needs_profile,0.4,[],exec_other_statewide.json
OK,executive,sos,,https://www.sos.ok.gov/,https://www.sos.ok.gov/about/news.aspx,,[NEEDS VERIFICATION],[NEEDS VERIFICATION],False,[NEEDS VERIFICATION],,,monthly,n/a,,do_not_claim_member_coverage,0.7,['OK SoS is APPOINTED by Governor'],exec_other_statewide.json
OK,executive,spi,,https://sde.ok.gov/,https://sde.ok.gov/newsroom,,[NEEDS VERIFICATION],[NEEDS VERIFICATION],False,[NEEDS VERIFICATION],,,multiple_weekly,httpx_listing_walk,,needs_profile,0.6,"['High-profile, frequent press']",exec_other_statewide.json
OK,executive,treasurer,,https://oklahoma.gov/treasurer.html,https://oklahoma.gov/treasurer/about/newsroom.html,,[NEEDS VERIFICATION],[NEEDS VERIFICATION],False,[NEEDS VERIFICATION],,,monthly,httpx_listing_walk,,needs_profile,0.45,[],exec_other_statewide.json
OR,executive,ag,,https://www.doj.state.or.us/,https://www.doj.state.or.us/media-home/news-media-releases/,,https://www.doj.state.or.us/media-home/news-media-releases/{slug}/,wordpress,False,querystring,https://www.doj.state.or.us/feed/,https://www.doj.state.or.us/wp-json/wp/v2/posts,weekly,wp_json,,ready_first_wave,0.7,[],exec_govs_ags.json
OR,executive,governor,,https://www.oregon.gov/gov/,https://www.oregon.gov/gov/pages/newsroom.aspx,,https://www.oregon.gov/newsroom/Pages/NewsDetail.aspx?newsid={id},sharepoint,False,querystring,https://www.oregon.gov/newsroom/Pages/NewsRSS.aspx?agency=eb89e0a7-8c4f-485a-a8e3-9c8b9e0f9001,,daily,rss,,ready_first_wave,0.55,['SharePoint shared newsroom across all OR agencies — must filter by agency GUID'],exec_govs_ags.json
OR,executive,labor_commissioner,,https://www.oregon.gov/boli/,https://www.oregon.gov/boli/about/Pages/news.aspx,,[NEEDS VERIFICATION],sharepoint,True,[NEEDS VERIFICATION],,,weekly,playwright_sharepoint_listing,,needs_profile,0.5,['Office: Commissioner of Bureau of Labor and Industries; statewide-elected (nonpartisan)'],exec_other_statewide.json
OR,executive,sos,,https://sos.oregon.gov/,https://sos.oregon.gov/about-us/Pages/news.aspx,,[NEEDS VERIFICATION],sharepoint,True,[NEEDS VERIFICATION],,,weekly,playwright_sharepoint_listing,,needs_profile,0.5,[],exec_other_statewide.json
OR,executive,treasurer,,https://www.oregon.gov/treasury/,https://www.oregon.gov/treasury/news/Pages/default.aspx,,[NEEDS VERIFICATION],sharepoint,True,[NEEDS VERIFICATION],,,weekly,playwright_sharepoint_listing,,needs_profile,0.5,[],exec_other_statewide.json
PA,executive,Attorney General,,,,,https://www.attorneygeneral.gov/taking-action/{slug}/,,False,,https://www.attorneygeneral.gov/feed/,https://www.attorneygeneral.gov/wp-json/wp/v2/posts (returned [] empty on probe — categorization may exclude default 'posts'; try /wp-json/wp/v2/categories and filter),,,,,0.8,,selector_deep_dive.json
PA,executive,Governor,,,,,,,True,,,,,,,,0.3,,selector_deep_dive.json
PA,executive,ag,,https://www.attorneygeneral.gov/,https://www.attorneygeneral.gov/taking-action/press-releases/,,https://www.attorneygeneral.gov/taking-action/{slug}/,wordpress,False,querystring,https://www.attorneygeneral.gov/feed/,https://www.attorneygeneral.gov/wp-json/wp/v2/posts,weekly,wp_json,,ready_first_wave,0.55,['Probe 404 — path may need adjustment'],exec_govs_ags.json
PA,executive,auditor_general,,https://www.paauditor.gov/,https://www.paauditor.gov/news,,[NEEDS VERIFICATION],[NEEDS VERIFICATION],False,[NEEDS VERIFICATION],,,weekly,httpx_listing_walk,,needs_profile,0.5,['404 on /press-releases; needs path probe'],exec_other_statewide.json
PA,executive,governor,,https://www.pa.gov/governor,https://www.pa.gov/governor/newsroom,,https://www.pa.gov/governor/newsroom/{year}/{month}/{slug},proprietary,True,querystring,,,daily,playwright,,needs_profile,0.55,"[""Adobe Experience Manager (AEM); newsroom returned 'No results found' on probe — likely JS-loaded filter""]",exec_govs_ags.json
PA,executive,treasurer,,https://www.patreasury.gov/,https://www.patreasury.gov/newsroom/,,https://www.patreasury.gov/newsroom/archive/[YEAR]/[MM-DD]-[topic].html,static_html,False,year_archive,,,weekly,httpx_static_year_archive_walk,,ready_first_wave,0.92,[],exec_other_statewide.json
RI,executive,General Assembly (chamber-wide press),,,,,https://www.rilegislature.gov/pressrelease/_layouts/15/ril.pressrelease.inputform/DisplayForm.aspx?List={LIST_GUID}&ID={ID},,False,,,,,,,,0.6,,selector_deep_dive.json
RI,executive,ag,,https://riag.ri.gov/,https://riag.ri.gov/press-releases,,https://riag.ri.gov/press-releases/{slug},drupal,False,querystring,,,weekly,httpx_html,,needs_profile,0.45,[],exec_govs_ags.json
RI,executive,governor,,https://governor.ri.gov/,https://governor.ri.gov/press-releases,,https://governor.ri.gov/press-releases/{slug},drupal,False,querystring,,,weekly,httpx_html,,needs_profile,0.5,[],exec_govs_ags.json
RI,executive,ltgov,,https://ltgov.ri.gov/,https://ltgov.ri.gov/news,,[NEEDS VERIFICATION],[NEEDS VERIFICATION],False,[NEEDS VERIFICATION],,,monthly,httpx_listing_walk,,needs_profile,0.4,[],exec_other_statewide.json
RI,executive,sos,,https://sos.ri.gov/,https://sos.ri.gov/news,,[NEEDS VERIFICATION],[NEEDS VERIFICATION],False,[NEEDS VERIFICATION],,,weekly,httpx_listing_walk,,needs_profile,0.5,[],exec_other_statewide.json
RI,executive,treasurer,,https://treasury.ri.gov/,https://treasury.ri.gov/newsroom,,[NEEDS VERIFICATION],[NEEDS VERIFICATION],False,[NEEDS VERIFICATION],,,weekly,httpx_listing_walk,,needs_profile,0.5,[],exec_other_statewide.json
SC,executive,ag,,https://www.scag.gov/,https://www.scag.gov/about-the-office/news/press-releases/,,https://www.scag.gov/about-the-office/news/press-releases/{slug}/,wordpress,False,querystring,https://www.scag.gov/feed/,https://www.scag.gov/wp-json/wp/v2/posts,weekly,wp_json,,ready_first_wave,0.6,[],exec_govs_ags.json
SC,executive,ag_commissioner,,https://agriculture.sc.gov/,https://agriculture.sc.gov/news/,,[NEEDS VERIFICATION],[NEEDS VERIFICATION],False,[NEEDS VERIFICATION],,,weekly,httpx_listing_walk,,needs_profile,0.45,[],exec_other_statewide.json
SC,executive,comptroller,,https://cg.sc.gov/,https://cg.sc.gov/news,,[NEEDS VERIFICATION],[NEEDS VERIFICATION],False,[NEEDS VERIFICATION],,,monthly,httpx_listing_walk,,needs_profile,0.4,['Office: Comptroller General; statewide-elected'],exec_other_statewide.json
SC,executive,governor,,https://governor.sc.gov/,https://governor.sc.gov/news,,https://governor.sc.gov/news/{date}/{slug},drupal,False,querystring,,,weekly,httpx_html,,needs_profile,0.5,[],exec_govs_ags.json
SC,executive,ltgov,,https://ltgov.sc.gov/,https://ltgov.sc.gov/news,,[NEEDS VERIFICATION],[NEEDS VERIFICATION],False,[NEEDS VERIFICATION],,,monthly,httpx_listing_walk,,needs_profile,0.35,[],exec_other_statewide.json
SC,executive,sos,,https://sos.sc.gov/,https://sos.sc.gov/news,,[NEEDS VERIFICATION],[NEEDS VERIFICATION],False,[NEEDS VERIFICATION],,,weekly,httpx_listing_walk,,needs_profile,0.5,[],exec_other_statewide.json
SC,executive,spi,,https://ed.sc.gov/,https://ed.sc.gov/newsroom/,,[NEEDS VERIFICATION],[NEEDS VERIFICATION],False,[NEEDS VERIFICATION],,,weekly,httpx_listing_walk,,needs_profile,0.5,[],exec_other_statewide.json
SC,executive,treasurer,,https://treasurer.sc.gov/,https://treasurer.sc.gov/news/,,[NEEDS VERIFICATION],[NEEDS VERIFICATION],False,[NEEDS VERIFICATION],,,monthly,httpx_listing_walk,,needs_profile,0.4,[],exec_other_statewide.json
SD,executive,ag,,https://atg.sd.gov/,https://atg.sd.gov/news/news.aspx,,https://atg.sd.gov/news/news.aspx?id={id},custom-aspnet,False,querystring,,,weekly,httpx_html,,needs_profile,0.4,['ASP.NET numeric IDs'],exec_govs_ags.json
SD,executive,auditor,,https://sdauditor.gov/,https://sdauditor.gov/news,,[NEEDS VERIFICATION],[NEEDS VERIFICATION],False,[NEEDS VERIFICATION],,,rare,httpx_listing_walk,,needs_profile,0.3,[],exec_other_statewide.json
SD,executive,governor,,https://governor.sd.gov/,https://news.sd.gov/news.aspx?id=1,,https://news.sd.gov/news.aspx?id=1&NewsID={id},custom-aspnet,False,querystring,https://news.sd.gov/rss.aspx?id=1,,weekly,rss,,ready_first_wave,0.55,['SD shared news.sd.gov; per-agency id'],exec_govs_ags.json
SD,executive,land_commissioner,,https://sdpubliclands.com/,https://sdpubliclands.com/news,,[NEEDS VERIFICATION],[NEEDS VERIFICATION],False,[NEEDS VERIFICATION],,,rare,httpx_listing_walk,,needs_profile,0.3,['Office: Commissioner of School and Public Lands'],exec_other_statewide.json
SD,executive,psc,,https://puc.sd.gov/,https://puc.sd.gov/news,,[NEEDS VERIFICATION],[NEEDS VERIFICATION],False,[NEEDS VERIFICATION],,,monthly,httpx_listing_walk,,needs_profile,0.35,['Public Utilities Commission; 3 elected commissioners'],exec_other_statewide.json
SD,executive,sos,,https://sdsos.gov/,https://sdsos.gov/general-information/news.aspx,,[NEEDS VERIFICATION],[NEEDS VERIFICATION],False,[NEEDS VERIFICATION],,,monthly,httpx_listing_walk,,needs_profile,0.4,[],exec_other_statewide.json
SD,executive,treasurer,,https://sdtreasurer.gov/,https://sdtreasurer.gov/news,,[NEEDS VERIFICATION],[NEEDS VERIFICATION],False,[NEEDS VERIFICATION],,,rare,httpx_listing_walk,,needs_profile,0.3,[],exec_other_statewide.json
TN,executive,ag,,https://www.tn.gov/attorneygeneral/,https://www.tn.gov/attorneygeneral/news.html,,https://www.tn.gov/attorneygeneral/news/{year}/{month}/{day}/{slug}.html,proprietary,False,querystring,,,weekly,httpx_html,,ready_first_wave,0.85,['AEM'],exec_govs_ags.json
TN,executive,comptroller,,https://comptroller.tn.gov/,https://comptroller.tn.gov/news.html,,[NEEDS VERIFICATION],[NEEDS VERIFICATION],False,[NEEDS VERIFICATION],,,weekly,n/a,,do_not_claim_member_coverage,0.7,"['TN Comptroller is elected by legislature, not statewide voters']",exec_other_statewide.json
TN,executive,governor,,https://www.tn.gov/governor/,https://www.tn.gov/governor/news.html,,https://www.tn.gov/governor/news/{year}/{month}/{day}/{slug}.html,proprietary,False,querystring,,,daily,httpx_html,,ready_first_wave,0.55,['TN.gov AEM platform; cert error on probe'],exec_govs_ags.json
TX,executive,Attorney General,,,,,,,,,,,,,,,0.25,,selector_deep_dive.json
TX,executive,Governor,,,,,https://gov.texas.gov/news/post/{slug},,False,,https://gov.texas.gov/news/rss,,,,,,0.85,,selector_deep_dive.json
TX,executive,ag,,https://www.texasattorneygeneral.gov/,https://www.texasattorneygeneral.gov/news/releases,,https://www.texasattorneygeneral.gov/news/releases/{slug},drupal,False,querystring,,,daily,httpx_html,,needs_profile,0.45,"['Probe 402 (paywall code, unusual) — likely WAF challenge']",exec_govs_ags.json
TX,executive,ag_commissioner,,https://texasagriculture.gov/,https://texasagriculture.gov/News-Events,,https://texasagriculture.gov/News-Events/[slug],dotnetnuke,True,[NEEDS VERIFICATION],,,weekly,playwright_dnn_listing,,needs_profile,0.6,['DNN platform; some listings JS-driven'],exec_other_statewide.json
TX,executive,comptroller,,https://comptroller.texas.gov/,https://comptroller.texas.gov/about/media-center/news/,,https://comptroller.texas.gov/about/media-center/news/[YYYYMMDD]-[slug]-[id],custom,False,date_range_filter,https://comptroller.texas.gov/about/media-center/rss/,,multiple_weekly,rss_first_then_listing_walk,,ready_first_wave,0.95,['Hegar resigned to become Chancellor; Hancock acting; succession election TBD'],exec_other_statewide.json
TX,executive,governor,,https://gov.texas.gov/,https://gov.texas.gov/news,,https://gov.texas.gov/news/post/{slug},proprietary,False,querystring,https://gov.texas.gov/news/rss,,daily,rss,,ready_first_wave,0.95,[],exec_govs_ags.json
TX,executive,land_commissioner,,https://www.glo.texas.gov/,https://www.glo.texas.gov/the-glo/news/press-releases,,https://www.glo.texas.gov/the-glo/news/press-releases/[YEAR]/[slug],[NEEDS VERIFICATION],False,[NEEDS VERIFICATION],,,weekly,httpx_listing_walk,,needs_profile,0.5,"[""URL 404'd in WebFetch; needs path discovery""]",exec_other_statewide.json
TX,executive,railroad_commissioner,,https://www.rrc.texas.gov/,https://www.rrc.texas.gov/news/,,https://www.rrc.texas.gov/news/[YYYY]/[slug]/,[NEEDS VERIFICATION],False,[NEEDS VERIFICATION],,,weekly,httpx_listing_walk,,needs_profile,0.4,['3 commissioners share institutional press feed; member attribution requires inspection'],exec_other_statewide.json
TX,executive,sos,,https://www.sos.state.tx.us/,https://www.sos.state.tx.us/about/newsreleases/index.shtml,,https://www.sos.state.tx.us/about/newsreleases/[YYYY]/[MMDDYY].shtml,static_shtml,False,year_index,https://www.sos.state.tx.us/rss/index.shtml,,monthly,rss_first_then_year_index_shtml,,do_not_claim_member_coverage,0.9,"['TX SoS is APPOINTED by Governor, not elected — exclude from member coverage; documented for completeness only']",exec_other_statewide.json
UT,executive,ag,,https://attorneygeneral.utah.gov/,https://attorneygeneral.utah.gov/news/,,https://attorneygeneral.utah.gov/{year}/{month}/{day}/{slug}/,wordpress,False,querystring,https://attorneygeneral.utah.gov/feed/,https://attorneygeneral.utah.gov/wp-json/wp/v2/posts,weekly,wp_json,,ready_first_wave,0.65,[],exec_govs_ags.json
UT,executive,auditor,,https://auditor.utah.gov/,https://auditor.utah.gov/news/,,[NEEDS VERIFICATION],[NEEDS VERIFICATION],False,[NEEDS VERIFICATION],,,weekly,httpx_listing_walk,,needs_profile,0.5,['UT has no SoS; LG performs duties'],exec_other_statewide.json
UT,executive,governor,,https://governor.utah.gov/,https://governor.utah.gov/news/,,https://governor.utah.gov/{year}/{month}/{day}/{slug}/,wordpress,False,querystring,https://governor.utah.gov/feed/,https://governor.utah.gov/wp-json/wp/v2/posts,weekly,wp_json,,ready_first_wave,0.7,[],exec_govs_ags.json
UT,executive,treasurer,,https://treasurer.utah.gov/,https://treasurer.utah.gov/news/,,[NEEDS VERIFICATION],[NEEDS VERIFICATION],False,[NEEDS VERIFICATION],,,monthly,httpx_listing_walk,,needs_profile,0.4,[],exec_other_statewide.json
VA,executive,ag,,https://www.oag.state.va.us/,https://www.oag.state.va.us/media-center/news-releases,,https://www.oag.state.va.us/media-center/news-releases/{id}-{slug},proprietary,False,querystring,,,weekly,httpx_html,,ready_first_wave,0.85,"['Joomla CMS (g5_helium template)', 'ID-prefixed URLs']",exec_govs_ags.json
VA,executive,governor,,https://www.governor.virginia.gov/,https://www.governor.virginia.gov/newsroom/news-releases/,,https://www.governor.virginia.gov/newsroom/news-releases/{year}/{month}/{slug}/,custom-aspnet,False,querystring,,,daily,httpx_html,,ready_first_wave,0.65,['Bootstrap 5 custom CMS'],exec_govs_ags.json
VA,executive,ltgov,,https://www.ltgov.virginia.gov/,https://www.ltgov.virginia.gov/modules/press-releases/,,https://www.ltgov.virginia.gov/modules/press-releases/[YYYY]/[month]/[slug].html,static_html_module,False,year_month_archive,,,monthly,httpx_static_archive_walk,,ready_first_wave,0.85,['Earle-Sears term ending Jan 2026 — successor TBD via 2025 election'],exec_other_statewide.json
VT,executive,ag,,https://ago.vermont.gov/,https://ago.vermont.gov/blog,,https://ago.vermont.gov/blog/{year}/{month}/{day}/{slug},drupal,False,querystring,,,weekly,httpx_html,,needs_profile,0.45,['AG releases live under /blog'],exec_govs_ags.json
VT,executive,auditor,,https://auditor.vermont.gov/,https://auditor.vermont.gov/content/news,,[NEEDS VERIFICATION],[NEEDS VERIFICATION],False,[NEEDS VERIFICATION],,,weekly,httpx_listing_walk,,needs_profile,0.5,[],exec_other_statewide.json
VT,executive,governor,,https://governor.vermont.gov/,https://governor.vermont.gov/press-releases,,https://governor.vermont.gov/press-release/{slug},drupal,False,querystring,,,weekly,httpx_html,,needs_profile,0.4,['Probe 403'],exec_govs_ags.json
VT,executive,ltgov,,https://ltgov.vermont.gov/,https://ltgov.vermont.gov/news/,,[NEEDS VERIFICATION],[NEEDS VERIFICATION],False,[NEEDS VERIFICATION],,,monthly,httpx_listing_walk,,needs_profile,0.4,[],exec_other_statewide.json
VT,executive,sos,,https://sos.vermont.gov/,https://sos.vermont.gov/news/,,[NEEDS VERIFICATION],[NEEDS VERIFICATION],False,[NEEDS VERIFICATION],,,weekly,httpx_listing_walk,,needs_profile,0.45,[],exec_other_statewide.json
VT,executive,treasurer,,https://www.vermonttreasurer.gov/,https://www.vermonttreasurer.gov/content/news,,[NEEDS VERIFICATION],[NEEDS VERIFICATION],False,[NEEDS VERIFICATION],,,weekly,httpx_listing_walk,,needs_profile,0.5,[],exec_other_statewide.json
WA,executive,Attorney General,,,,,https://www.atg.wa.gov/news/news-releases/{slug},,False,,https://www.atg.wa.gov/news/news-releases-rss,,,,,,0.9,,selector_deep_dive.json
WA,executive,Governor,,,,,https://governor.wa.gov/news/{YYYY}/{slug},,False,,https://governor.wa.gov/rss/news.xml,,,,,,0.85,,selector_deep_dive.json
WA,executive,State Senate (Democratic Caucus),,,,,https://senatedemocrats.wa.gov/blog/{YYYY}/{MM}/{DD}/{slug}/,,False,,https://senatedemocrats.wa.gov/feed/,https://senatedemocrats.wa.gov/wp-json/wp/v2/posts?per_page=20&_embed=1,,,,,0.95,,selector_deep_dive.json
WA,executive,ag,,https://www.atg.wa.gov/,https://www.atg.wa.gov/news/news-releases,,https://www.atg.wa.gov/news/news-releases/{slug},drupal,False,querystring,https://www.atg.wa.gov/news/news-releases-rss,,daily,rss,,ready_first_wave,0.95,[],exec_govs_ags.json
WA,executive,auditor,,https://sao.wa.gov/,https://sao.wa.gov/news/,,[NEEDS VERIFICATION],[NEEDS VERIFICATION],False,[NEEDS VERIFICATION],,,weekly,httpx_listing_walk,,needs_profile,0.5,['404 on www.sao.wa.gov/news/; root domain may differ'],exec_other_statewide.json
WA,executive,governor,,https://www.governor.wa.gov/,https://www.governor.wa.gov/news/news-releases,,https://www.governor.wa.gov/news/{year}/{slug},drupal,False,querystring,https://www.governor.wa.gov/rss/news.xml,,daily,rss,,ready_first_wave,0.95,[],exec_govs_ags.json
WA,executive,insurance_commissioner,,https://www.insurance.wa.gov/,https://www.insurance.wa.gov/about-us/news,,https://www.insurance.wa.gov/about-us/news/[year]/[slug],[NEEDS VERIFICATION],False,list_pagination_71_pages,,,multiple_weekly,httpx_listing_walk,,ready_first_wave,0.85,['GovDelivery for subs (no RSS)'],exec_other_statewide.json
WA,executive,lands_commissioner,,https://www.dnr.wa.gov/,https://www.dnr.wa.gov/news,,https://www.dnr.wa.gov/news/[slug],[NEEDS VERIFICATION],False,[NEEDS VERIFICATION],,,weekly,httpx_listing_walk,,needs_profile,0.5,['Lands Commissioner heads DNR; press is institutional'],exec_other_statewide.json
WA,executive,spi,,https://ospi.k12.wa.us/,https://ospi.k12.wa.us/about-ospi/news-media,,[NEEDS VERIFICATION],[NEEDS VERIFICATION],False,[NEEDS VERIFICATION],,,weekly,httpx_listing_walk,,needs_profile,0.5,"[""URL 404'd via WebFetch but is correct path; needs retry with browser headers""]",exec_other_statewide.json
WA,executive,treasurer,,https://www.tre.wa.gov/,https://www.tre.wa.gov/about-us/media-center,,https://www.tre.wa.gov/about-us/media-center/[year]/[slug],drupal,False,list_pagination,,,weekly,drupal_listing_walk,,ready_first_wave,0.88,[],exec_other_statewide.json
WI,executive,ag,,https://www.doj.state.wi.us/,https://www.doj.state.wi.us/news-releases,,https://www.doj.state.wi.us/news-releases/{slug},drupal,False,querystring,,,weekly,httpx_html,,needs_profile,0.45,[],exec_govs_ags.json
WI,executive,governor,,https://evers.wi.gov/,https://content.govdelivery.com/accounts/WIGOV/bulletins,,https://content.govdelivery.com/accounts/WIGOV/bulletins/{id},proprietary,False,querystring,https://content.govdelivery.com/accounts/WIGOV/bulletins.rss,,daily,rss,,ready_first_wave,0.65,['Releases distributed via GovDelivery bulletins'],exec_govs_ags.json
WI,executive,sos,,https://sos.wi.gov/,https://sos.wi.gov/news/,,[NEEDS VERIFICATION],[NEEDS VERIFICATION],False,[NEEDS VERIFICATION],,,monthly,httpx_listing_walk,,needs_profile,0.4,['WI SoS has limited duties; press is sparse'],exec_other_statewide.json
WI,executive,spi,,https://dpi.wi.gov/,https://dpi.wi.gov/news/releases,,[NEEDS VERIFICATION],[NEEDS VERIFICATION],False,[NEEDS VERIFICATION],,,weekly,httpx_listing_walk,,needs_profile,0.55,[],exec_other_statewide.json
WI,executive,treasurer,,https://statetreasurer.wi.gov/,https://statetreasurer.wi.gov/news,,[NEEDS VERIFICATION],[NEEDS VERIFICATION],False,[NEEDS VERIFICATION],,,rare,httpx_listing_walk,,needs_profile,0.3,['WI Treasurer has limited duties'],exec_other_statewide.json
WV,executive,ag,,https://ago.wv.gov/,https://ago.wv.gov/pressroom,,https://ago.wv.gov/pressroom/{year}/{month}/{slug},wordpress,False,querystring,https://ago.wv.gov/feed/,https://ago.wv.gov/wp-json/wp/v2/posts,weekly,wp_json,,needs_profile,0.4,['Probe 404 — path may differ'],exec_govs_ags.json
WV,executive,ag_commissioner,,https://agriculture.wv.gov/,https://agriculture.wv.gov/news,,[NEEDS VERIFICATION],[NEEDS VERIFICATION],False,[NEEDS VERIFICATION],,,weekly,httpx_listing_walk,,needs_profile,0.45,[],exec_other_statewide.json
WV,executive,auditor,,https://wvsao.gov/,https://wvsao.gov/news,,[NEEDS VERIFICATION],[NEEDS VERIFICATION],False,[NEEDS VERIFICATION],,,monthly,httpx_listing_walk,,needs_profile,0.4,[],exec_other_statewide.json
WV,executive,governor,,https://governor.wv.gov/,https://governor.wv.gov/News/press-releases/Pages/default.aspx,,https://governor.wv.gov/News/press-releases/{year}/Pages/{slug}.aspx,sharepoint,False,querystring,,,weekly,httpx_html,,needs_profile,0.4,['TLS cert mismatch on probe; SharePoint .aspx'],exec_govs_ags.json
WV,executive,sos,,https://sos.wv.gov/,https://sos.wv.gov/news/Pages/default.aspx,,[NEEDS VERIFICATION],sharepoint,True,[NEEDS VERIFICATION],,,weekly,playwright_sharepoint_listing,,needs_profile,0.5,[],exec_other_statewide.json
WV,executive,treasurer,,https://www.wvtreasury.com/,https://www.wvtreasury.com/News,,[NEEDS VERIFICATION],[NEEDS VERIFICATION],False,[NEEDS VERIFICATION],,,monthly,httpx_listing_walk,,needs_profile,0.4,[],exec_other_statewide.json
WY,executive,ag,,https://attorneygeneral.wyo.gov/,https://attorneygeneral.wyo.gov/news,,https://attorneygeneral.wyo.gov/news/{slug},proprietary,False,querystring,,,monthly,httpx_html,,needs_profile,0.35,"['Low post frequency', 'Possibly PDF-only']",exec_govs_ags.json
WY,executive,auditor,,https://sao.wyo.gov/,https://sao.wyo.gov/news,,[NEEDS VERIFICATION],[NEEDS VERIFICATION],False,[NEEDS VERIFICATION],,,rare,httpx_listing_walk,,needs_profile,0.3,[],exec_other_statewide.json
WY,executive,governor,,https://governor.wyo.gov/,https://governor.wyo.gov/media/news-releases,,https://governor.wyo.gov/media/news-releases/{year}/{slug},wordpress,False,querystring,https://governor.wyo.gov/feed/,https://governor.wyo.gov/wp-json/wp/v2/posts,weekly,wp_json,,ready_first_wave,0.65,[],exec_govs_ags.json
WY,executive,sos,,https://sos.wyo.gov/,https://sos.wyo.gov/News/,,[NEEDS VERIFICATION],[NEEDS VERIFICATION],False,[NEEDS VERIFICATION],,,monthly,httpx_listing_walk,,needs_profile,0.4,[],exec_other_statewide.json
WY,executive,spi,,https://edu.wyoming.gov/,https://edu.wyoming.gov/news/,,[NEEDS VERIFICATION],[NEEDS VERIFICATION],False,[NEEDS VERIFICATION],,,weekly,httpx_listing_walk,,needs_profile,0.45,[],exec_other_statewide.json
WY,executive,treasurer,,https://treasurer.wyo.gov/,https://treasurer.wyo.gov/news,,[NEEDS VERIFICATION],[NEEDS VERIFICATION],False,[NEEDS VERIFICATION],,,rare,httpx_listing_walk,,needs_profile,0.3,[],exec_other_statewide.json
AK,legislature,house,,https://akleg.gov/,https://alaskahousemajority.com/news/,https://akleg.gov/legis.php,https://alaskahousemajority.com/YYYY/MM/DD/{slug}/,wordpress,False,wp_paginated,https://alaskahousemajority.com/feed/,https://alaskahousemajority.com/wp-json/wp/v2/posts,moderate during session,wp_json,caucus_source,caucus_source,0.6,"['Bipartisan House Majority Coalition (covers ~21 of 40 reps); Minority caucus separate', 'akhouse.org redirects to alaskahousemajority.com', 'Newsroom shows old (2014) item at top of news/ - pagination/recency unclear', 'Minority caucus URL not yet found']",legislatures_west.json
